domain,stage,method,proposal_seconds,candidate_branch_simulation_seconds,direct_scoring_seconds,cache_commit_seconds,decode_seconds,adapter_total_seconds,all_invocation_proposal_seconds,all_invocation_candidate_branch_simulation_seconds,all_invocation_direct_scoring_seconds,all_invocation_cache_commit_seconds,all_invocation_decode_seconds,all_invocation_adapter_total_seconds,warmed_total_seconds,designated_candidate_simulations,all_warmup_measured_candidate_simulations,designated_committed_cache_tokens,peak_gpu_allocated_bytes,peak_gpu_reserved_bytes,rss_peak_bytes
finance,128,a1_k256,0.2049773640173953,19.439532010335824,1.1099834944907343,10.530716373992618,39.59316841099644,39.81378626701189,1.021900093954173,77.52294519543648,4.408494431874715,42.11622402271314,157.7253352119733,158.79528603199287,39.850609092012746,1040384,4161536,4096,2454530048,4250927104,4938182656
finance,128,b1_k256,0.31253374795778655,19.3396597696119,1.0858876616402995,10.426936285875854,39.24001169404073,39.56698460900225,1.3411597999656806,77.3630806049041,4.375575503712753,41.883479134732625,157.1791141270951,158.56834863002587,39.60797602303501,1040384,4161536,4096,2930551296,4250927104,4938182656
finance,128,b1_k16,0.3164472840144299,12.997512213332811,1.0557405763101997,10.424063274942455,32.43090512600611,32.76266484399093,1.2670923210243927,51.9918171610625,4.235158486553701,41.62784377789649,129.7458711649233,131.05775193199224,32.801117230948876,65024,260096,4096,2930551296,4250927104,4938182656
finance,128,a1_k16,0.20292307695490308,12.739003508540918,1.0457603825925617,10.16660393915663,31.797691749961814,32.01154117703845,0.8170183119509602,51.23325389622187,4.191585457549081,40.82066907240369,127.63463454204611,128.49520629202016,32.048731269009295,65024,260096,4096,2276804608,4250927104,4938182656
finance,128,b1_alone,0.15973870398011059,0.0,0.0,0.0,0.0011494489735923707,0.1701509080012329,0.6470783120166743,0.0,0.0,0.0,0.0050713130622170866,0.6900014030106831,0.20160746399778873,0,0,0,2393868288,4250927104,4938182656
finance,256,a1_k256,0.19946692901430652,18.942503542042687,1.0184899629966822,10.138384945006692,38.07873065401509,38.294018687985954,0.987575418985216,75.79416427158867,4.108610954514006,40.727108766383026,152.69577617009054,153.73108343195054,38.33028994196502,1040384,4161536,4096,2454530048,4250927104,4939661312
finance,256,b1_k256,0.30818001391889993,18.99607340717921,1.053654905190342,10.187473056692397,38.26320784501149,38.58234546496533,1.3182202008611057,76.12341949588154,4.192193484894233,40.80157681829587,153.3669153330993,154.7336758838792,38.619081512020784,1040384,4161536,4096,2930551296,4250927104,4939661312
finance,256,b1_k16,0.3083646220329683,12.490067073653336,1.0053880566556472,10.014046644282644,31.265686280996306,31.590426841023145,1.2382715150597505,50.231328959795064,4.012413508316968,40.23902574449312,125.6057528500096,126.88850331601861,31.62929626496043,65024,260096,4096,2930551296,4250927104,4939661312
finance,256,a1_k16,0.1975472710619215,12.454309927925351,1.0159523013571743,9.93057445800514,31.126103463975596,31.336068106014864,0.7932931700488552,49.934307131537935,4.050160124679678,39.960772127175005,124.99238266595057,125.82975893301773,31.372324468000443,65024,260096,4096,2276804608,4250927104,4939661312
finance,256,b1_alone,0.15858328097965568,0.0,0.0,0.0,0.0010683980071917176,0.16888382098113652,0.642429209954571,0.0,0.0,0.0,0.004657028053770773,0.6839773868996417,0.19792633698671125,0,0,0,2393868288,4250927104,4939661312
